station_id,n_training_batches,n_validation_batches,source,size_bin,fold,block,lat,long,nearest_other_fold_km_blocked,nearest_other_fold_km_random
CAMELSH__01054200,188,82,CAMELSH,2,2,37,44.39,-70.98,65.13606016969187,29.8894726702153
CAMELSH__01054300,131,61,CAMELSH,1,2,37,44.593,-70.733,35.385750477584395,12.681215034179512
CAMELSH__01054500,274,122,CAMELSH,4,2,37,44.552,-70.544,34.34364816615832,10.727702603373555
CAMELSH__01055000,180,82,CAMELSH,2,2,37,44.643,-70.589,25.27822240968753,10.727702603373555
CAMELSH__01055500,155,72,CAMELSH,1,2,37,44.27,-70.23,36.28918075564704,24.963620068910704
CAMELSH__01057000,226,99,CAMELSH,3,2,37,44.304,-70.54,61.245826908240346,24.963620068910704
CAMELSH__01059000,254,116,CAMELSH,3,2,37,44.072,-70.208,38.49329818535091,19.216092523207916
CAMELSH__01059800,2,7,CAMELSH,0,2,37,43.918,-70.317,55.22668230741001,17.300127207023802
CAMELSH__01060000,22,16,CAMELSH,0,2,37,43.799,-70.178,57.52671968837766,17.300127207023802
CAMELSH__01064118,14,13,CAMELSH,0,2,37,43.687,-70.347,75.54104259633472,18.42311348099918
CAMELSH__01064500,215,94,CAMELSH,2,2,37,43.991,-71.09,94.16613514072894,23.91808770963486
CAMELSH__01064801,199,90,CAMELSH,2,2,37,43.83,-71.288,80.08136422742177,23.91808770963486
CAMELSH__01065500,21,15,CAMELSH,0,2,37,43.808,-70.798,74.50600654758779,31.00686117964142
CAMELSH__01066000,221,100,CAMELSH,3,2,37,43.808,-70.782,74.75026014683193,31.98520133583149
CAMELSH__01067950,96,47,CAMELSH,0,2,37,43.432,-70.553,45.84976789980537,6.3721904586864815
CAMELSH__01068910,113,55,CAMELSH,1,2,37,43.418,-70.738,35.10452390889937,6.461392654662868
CAMELSH__01069500,116,57,CAMELSH,1,2,37,43.418,-70.658,38.88755177465971,6.461392654662868
CAMELSH__01069700,93,47,CAMELSH,0,2,37,43.379,-70.583,40.135071939386854,6.3721904586864815
CAMELSH__01072800,201,92,CAMELSH,2,2,37,43.268,-70.974,13.252285328642332,13.252285328642332
CAMELSH__01073000,235,104,CAMELSH,3,0,95,43.149,-70.965,13.252285328642332,5.206851896750826
CAMELSH__01073319,109,53,CAMELSH,1,0,95,43.042,-71.201,27.55912640331618,10.747611295031206
CAMELSH__01073500,240,104,CAMELSH,3,0,95,43.103,-70.953,18.42599453660908,5.206851896750826
CAMELSH__010735562,106,51,CAMELSH,1,0,95,42.949,-71.165,38.07783815578661,10.747611295031206
CAMELSH__01073587,194,89,CAMELSH,2,0,95,42.985,-71.038,31.893919369901138,11.081797656274162
CAMELSH__01073785,144,68,CAMELSH,1,0,95,43.037,-70.848,27.644973738656407,11.251911017206726
CAMELSH__01074520,209,94,CAMELSH,2,2,37,44.048,-71.66,114.56332662263343,8.164234159439077
CAMELSH__01075000,154,73,CAMELSH,1,2,37,43.976,-71.68,106.90461781155719,8.164234159439077
CAMELSH__01076000,165,76,CAMELSH,2,2,37,43.796,-71.845,88.39299269280079,10.275241862361911
CAMELSH__01076500,190,84,CAMELSH,2,2,37,43.759,-71.686,82.80890243721194,13.300581961964767
CAMELSH__01077400,112,54,CAMELSH,1,2,37,43.704,-71.833,78.16987891965113,10.275241862361911
CAMELSH__01078000,230,101,CAMELSH,3,2,37,43.566,-71.748,61.877426260333436,17.65112955621938
CAMELSH__01081000,249,110,CAMELSH,3,2,37,43.442,-71.588,47.35282193254874,5.657876992607032
CAMELSH__01081500,168,79,CAMELSH,2,2,37,43.423,-71.653,45.3779495940466,5.657876992607032
CAMELSH__01082000,155,73,CAMELSH,1,0,95,42.863,-71.959,33.188374052195606,10.275158475104465
CAMELSH__01085000,57,31,CAMELSH,0,2,37,43.152,-71.857,23.233191277652562,10.017840103640449
CAMELSH__01085500,163,77,CAMELSH,2,2,37,43.193,-71.747,21.582567415541387,6.562835039571457
CAMELSH__01086000,167,78,CAMELSH,2,2,37,43.251,-71.732,27.261160332299266,6.562835039571457
CAMELSH__01089100,214,94,CAMELSH,2,2,37,43.214,-71.48,22.65081128030322,10.112870210372074
CAMELSH__01089500,109,52,CAMELSH,1,2,37,43.257,-71.37,27.55912640331618,10.112870210372074
CAMELSH__01091000,106,51,CAMELSH,1,0,95,43.015,-71.641,21.582567415541387,7.3205261006317315
CAMELSH__01091500,43,25,CAMELSH,0,0,95,43.017,-71.551,22.65081128030322,7.3205261006317315
CAMELSH__01092000,245,111,CAMELSH,3,0,95,42.948,-71.463,29.610056741020077,10.493322323576052
CAMELSH__01093800,74,33,CAMELSH,0,0,95,42.86,-71.833,32.52751480075869,10.275158475104465
CAMELSH__01093852,122,53,CAMELSH,1,0,95,42.843,-71.707,36.46051484331319,16.4702717543545
CAMELSH__01094000,165,77,CAMELSH,2,0,95,42.858,-71.506,39.64175547629854,10.602721326608068
CAMELSH__01094400,267,121,CAMELSH,4,0,95,42.576,-71.788,64.2946863559308,9.801408730784884
CAMELSH__01094500,257,117,CAMELSH,3,0,95,42.502,-71.723,73.0981251325663,9.801408730784884
CAMELSH__01095220,199,92,CAMELSH,2,0,95,42.411,-71.791,82.5713025595288,5.204502568546684
CAMELSH__01095375,197,91,CAMELSH,2,0,95,42.373,-71.828,86.65319284844105,5.204502568546684
CAMELSH__01096000,258,118,CAMELSH,3,0,95,42.634,-71.658,59.83681462476337,7.769825901386873
CAMELSH__01096500,260,119,CAMELSH,3,0,95,42.668,-71.575,58.51381999216957,7.769825901386873
CAMELSH__010965852,233,102,CAMELSH,3,0,95,42.783,-71.354,49.00820937551653,12.721686564815998
CAMELSH__01097000,257,117,CAMELSH,3,0,95,42.432,-71.45,86.67481630081511,9.765055760717221
CAMELSH__01097300,241,110,CAMELSH,3,0,95,42.513,-71.404,78.19336368202744,9.765055760717221
CAMELSH__01098530,261,119,CAMELSH,3,0,95,42.325,-71.398,99.07862557391694,11.193450355000065
CAMELSH__01099500,259,118,CAMELSH,3,0,95,42.637,-71.302,65.77597261042122,10.46759981252769
CAMELSH__01100505,176,82,CAMELSH,2,0,95,42.849,-71.215,45.94757071599181,11.841915135130096
CAMELSH__01100561,132,63,CAMELSH,1,0,95,42.743,-71.208,56.85533572595967,9.345443316956416
CAMELSH__01100600,253,115,CAMELSH,3,0,95,42.568,-71.215,75.00587102309714,10.46759981252769
CAMELSH__01100627,121,58,CAMELSH,1,0,95,42.671,-71.149,66.11740600843183,9.345443316956416
CAMELSH__01101000,248,113,CAMELSH,3,0,95,42.753,-70.946,57.310623640473665,18.92677828487261
CAMELSH__01101500,247,113,CAMELSH,3,0,95,42.57,-71.027,77.73395213445248,11.239652188997232
CAMELSH__01102000,286,124,CAMELSH,4,0,95,42.66,-70.894,67.91917883376536,14.785147859559803
CAMELSH__01102345,234,104,CAMELSH,3,0,95,42.47,-71.007,88.77429490205955,11.12664578641235
CAMELSH__01102500,255,113,CAMELSH,3,0,95,42.447,-71.139,89.70507870404593,4.466689507868997
CAMELSH__01103025,124,60,CAMELSH,1,0,95,42.407,-71.134,94.06811325525318,4.466689507868997
CAMELSH__01103280,193,90,CAMELSH,2,0,95,42.14,-71.39,118.83442147486592,14.98454786012586
CAMELSH__01103455,84,43,CAMELSH,0,0,95,42.254,-71.293,107.83411290446413,8.724660399470102
CAMELSH__01103500,279,124,CAMELSH,4,0,95,42.256,-71.26,108.02935702013022,7.172229961395164
CAMELSH__01104200,274,124,CAMELSH,4,0,95,42.316,-71.228,101.94993031587838,5.442079549442293
CAMELSH__01104430,202,92,CAMELSH,2,0,95,42.398,-71.273,92.29301413747153,3.2288341816337987
CAMELSH__01104460,126,61,CAMELSH,1,0,95,42.369,-71.271,95.49475770756833,1.5761220566499796
CAMELSH__01104475,135,65,CAMELSH,1,0,95,42.355,-71.268,97.07052931421754,1.5761220566499796
CAMELSH__01104500,280,126,CAMELSH,4,0,95,42.372,-71.234,95.75352874528458,3.057840092783615
CAMELSH__01105000,282,121,CAMELSH,4,0,95,42.178,-71.201,117.43253979636854,5.204652091274707
CAMELSH__01105500,263,120,CAMELSH,3,0,95,42.155,-71.146,120.87846190063262,5.204652091274707
CAMELSH__01105554,153,73,CAMELSH,1,0,95,42.209,-71.146,115.03427921055275,5.693175327231418
CAMELSH__011055566,183,84,CAMELSH,2,0,95,42.271,-71.068,110.1219778448941,6.378215951883838
CAMELSH__01105583,134,64,CAMELSH,1,0,95,42.221,-70.978,116.4215463757918,3.385328313304219
CAMELSH__01105585,196,91,CAMELSH,2,0,95,42.248,-70.997,113.43436697999587,3.385328313304219
CAMELSH__01105600,269,122,CAMELSH,4,0,95,42.19,-70.945,119.89153071871993,4.389777689927411
CAMELSH__01105638,95,48,CAMELSH,0,0,95,42.235,-70.872,115.16586529842205,7.82195402549485
CAMELSH__01105730,260,118,CAMELSH,3,0,95,42.101,-70.823,130.35007290961386,14.269456905178208
CAMELSH__01105870,259,118,CAMELSH,3,0,95,41.991,-70.734,143.34681257587027,14.269456905178208
CAMELSH__01105880,125,60,CAMELSH,1,0,95,41.7,-70.107,188.2888793463314,60.84588318605722
CAMELSH__01105917,96,49,CAMELSH,0,0,95,41.663,-70.838,173.95120471829873,24.385726088285377
CAMELSH__01105933,220,102,CAMELSH,3,0,95,41.585,-70.99,160.34433806446654,22.877788040673376
CAMELSH__01106500,6,10,CAMELSH,0,0,95,42.015,-70.961,139.3313001715214,9.016268354022849
CAMELSH__01108000,217,100,CAMELSH,3,0,95,41.934,-70.956,148.3413472445323,9.016268354022849
CAMELSH__01108320,7,10,CAMELSH,0,0,95,41.977,-71.144,140.27057310962638,4.224126071248728
CAMELSH__01108410,124,60,CAMELSH,1,0,95,41.9,-71.089,149.57822435112345,4.713359388704672
CAMELSH__01109000,280,121,CAMELSH,4,0,95,41.948,-71.177,142.9417082632123,4.224126071248728
CAMELSH__01109060,257,117,CAMELSH,3,0,95,41.866,-71.123,152.7173345564297,4.713359388704672
CAMELSH__01109070,259,118,CAMELSH,3,0,95,41.84,-71.143,151.11716731870118,8.031461300881542
CAMELSH__01109090,5,9,CAMELSH,0,0,95,41.777,-71.089,155.55256740559454,8.312957694094901
CAMELSH__01109220,13,12,CAMELSH,0,0,95,41.809,-71.278,139.86733448365345,6.525219220437918
CAMELSH__01109403,263,120,CAMELSH,3,0,95,41.831,-71.351,133.86336996358423,4.982245696640005
CAMELSH__01109730,169,80,CAMELSH,2,0,95,42.189,-71.765,106.42493398201158,6.3690473747936025
CAMELSH__01110000,255,117,CAMELSH,3,0,95,42.23,-71.711,103.21376470782748,6.3690473747936025
CAMELSH__01111212,129,62,CAMELSH,1,0,95,42.055,-71.616,114.97672013452464,7.887057264900178
CAMELSH__01111300,225,102,CAMELSH,3,0,95,41.981,-71.686,107.7447976649302,10.057187588299108
CAMELSH__01111500,263,120,CAMELSH,3,0,95,41.996,-71.563,118.04641316312191,5.0811198498165115
CAMELSH__01112500,281,127,CAMELSH,4,0,95,42.006,-71.503,123.11768713533606,5.0811198498165115
CAMELSH__01113695,66,35,CAMELSH,0,0,95,41.985,-71.414,130.05712649707988,7.7167221145423035
CAMELSH__01113895,149,71,CAMELSH,1,0,95,41.889,-71.381,131.72282109939516,6.911302892706037
CAMELSH__01114000,262,120,CAMELSH,3,0,95,41.834,-71.411,128.9046278299903,4.982245696640005
CAMELSH__01114500,275,118,CAMELSH,4,0,95,41.859,-71.487,122.74021390172638,6.881756011373841
CAMELSH__01115098,228,105,CAMELSH,3,0,95,41.853,-71.606,112.86246573811046,9.031213440661825
CAMELSH__01115187,227,104,CAMELSH,3,0,95,41.819,-71.705,104.50479457035756,9.031213440661825
CAMELSH__01115630,129,62,CAMELSH,1,0,95,41.627,-71.633,108.17828567530464,1.8635898248086704
CAMELSH__01115670,6,10,CAMELSH,0,0,95,41.612,-71.623,108.66585894150465,1.8635898248086704
CAMELSH__01115770,20,16,CAMELSH,0,0,95,41.643,-71.608,110.58357689835633,2.7353095335612605
CAMELSH__01116000,266,121,CAMELSH,4,0,95,41.69,-71.566,115.19952338894359,6.283643743089428
CAMELSH__01116500,268,121,CAMELSH,4,0,95,41.751,-71.445,126.11791824620674,9.650015065840163
CAMELSH__01116905,124,60,CAMELSH,1,0,95,41.63,-71.479,120.79910614575232,3.0789676729798
CAMELSH__01117000,259,118,CAMELSH,3,0,95,41.641,-71.445,123.80345019567805,3.0789676729798
CAMELSH__01117350,258,118,CAMELSH,3,0,95,41.482,-71.551,112.88175343161377,6.512913670564097
CAMELSH__01117370,199,92,CAMELSH,2,0,95,41.539,-71.569,111.90067670405983,6.512913670564097
CAMELSH__01117468,264,120,CAMELSH,3,0,95,41.493,-71.628,106.55278549255263,6.927339981163516
CAMELSH__01117500,267,121,CAMELSH,4,0,95,41.445,-71.681,101.90757097697661,6.575325203205912
CAMELSH__01117800,267,121,CAMELSH,4,0,95,41.574,-71.721,99.89928431451408,8.461055540228298
CAMELSH__01118000,258,118,CAMELSH,3,0,95,41.498,-71.716,99.28431737174316,6.575325203205912
CAMELSH__01118300,239,109,CAMELSH,3,0,95,41.475,-71.834,89.29937369919483,10.119081773573978
CAMELSH__01118500,236,107,CAMELSH,3,0,95,41.384,-71.833,89.337922564895,10.119081773573978
CAMELSH__01119500,215,98,CAMELSH,2,0,95,41.751,-72.266,58.10111264182357,8.986433440250302
CAMELSH__01121000,222,101,CAMELSH,3,0,95,41.844,-72.169,66.28176330095903,13.099455713337433
CAMELSH__01122000,203,94,CAMELSH,2,0,95,41.72,-72.196,64.212100421335,2.5092382602462306
CAMELSH__01122500,249,113,CAMELSH,3,0,95,41.7,-72.182,65.66285639537683,2.5092382602462306
CAMELSH__01123000,225,103,CAMELSH,3,0,95,41.672,-72.052,76.12115642391436,9.982148638180762
CAMELSH__011230695,164,77,CAMELSH,2,0,95,41.568,-72.045,73.30562156035141,6.071982798198864
CAMELSH__01123360,166,78,CAMELSH,2,0,95,42.109,-72.124,75.59629166216746,6.238453958431188
CAMELSH__01123600,183,79,CAMELSH,2,0,95,42.083,-72.057,80.49567408666402,6.238453958431188
CAMELSH__01124000,237,108,CAMELSH,3,0,95,42.022,-71.956,86.81960306272508,6.73431973948947
CAMELSH__01124151,124,60,CAMELSH,1,0,95,41.943,-71.9,89.61419534505522,3.9306261435286345
CAMELSH__01125000,122,60,CAMELSH,1,0,95,42.051,-71.885,93.31998608268214,8.211278754726075
CAMELSH__01125100,166,76,CAMELSH,2,0,95,41.978,-71.9,90.26149024959962,6.73431973948947
CAMELSH__01125500,219,100,CAMELSH,3,0,95,41.909,-71.913,88.0738082775273,3.9306261435286345
CAMELSH__01127000,248,113,CAMELSH,3,0,95,41.598,-71.984,79.01319586978273,6.071982798198864
CAMELSH__01127500,235,108,CAMELSH,3,0,95,41.559,-72.121,66.91792117910633,6.401780617679256
CAMELSH__01129200,259,114,CAMELSH,3,2,37,45.04,-71.444,78.13579839093104,35.43641792158104
CAMELSH__01130000,148,68,CAMELSH,1,2,37,44.625,-71.469,81.92106840731873,23.235782783364712
CAMELSH__01133000,163,75,CAMELSH,2,2,37,44.634,-71.898,114.33526543864795,14.400591772727466
CAMELSH__01134500,186,84,CAMELSH,2,2,37,44.512,-71.837,113.59773917487472,14.400591772727466
CAMELSH__01135150,229,101,CAMELSH,3,2,37,44.476,-72.125,136.47064133345975,8.2744457347164
CAMELSH__01135300,214,98,CAMELSH,2,2,37,44.435,-72.038,131.55138399349136,7.672861238665376
CAMELSH__01135500,190,87,CAMELSH,2,2,37,44.366,-72.039,134.62434262411176,7.672861238665376
CAMELSH__01137500,228,99,CAMELSH,3,2,37,44.269,-71.63,111.8815014706318,24.690335607132607
CAMELSH__01139000,200,92,CAMELSH,2,2,37,44.15,-72.065,124.63564510988326,24.107191363331815
CAMELSH__01139800,190,86,CAMELSH,2,2,37,44.093,-72.336,117.32001379498357,27.36047518990903
CAMELSH__01141800,28,14,CAMELSH,0,2,37,43.702,-72.187,74.0268621293991,17.369609218602793
CAMELSH__01142500,201,91,CAMELSH,2,2,37,43.935,-72.658,104.4318352696875,27.613826522078938
CAMELSH__01144000,197,90,CAMELSH,2,2,37,43.714,-72.418,76.00373185224548,13.37340990686329
CAMELSH__01150900,196,90,CAMELSH,2,2,37,43.622,-72.759,75.93960307723889,20.546447856688783
CAMELSH__01151500,253,115,CAMELSH,3,2,37,43.603,-72.354,63.08100441855793,13.37340990686329
CAMELSH__01152500,215,93,CAMELSH,2,2,37,43.388,-72.362,39.51672579839755,13.798465298222366
CAMELSH__01153000,42,24,CAMELSH,0,2,37,43.333,-72.515,38.25289078346733,13.798465298222366
CAMELSH__01153550,198,91,CAMELSH,2,2,37,43.192,-72.485,24.37191676493465,6.009453702721736
CAMELSH__01154000,137,65,CAMELSH,1,2,37,43.138,-72.488,20.846389052199125,6.009453702721736
CAMELSH__01155500,190,87,CAMELSH,2,2,37,43.109,-72.775,39.7757451720618,23.51482225143077
CAMELSH__01157000,97,48,CAMELSH,0,0,95,43.039,-72.27,20.846389052199125,5.920158850224971
CAMELSH__01158000,218,101,CAMELSH,3,0,95,42.995,-72.311,21.43781852269222,5.920158850224971
CAMELSH__01160000,1,5,CAMELSH,0,0,95,42.872,-72.214,37.030696503019456,15.7930287045062
CAMELSH__01160350,217,96,CAMELSH,2,0,95,42.871,-72.328,32.41475795277595,13.857456299967485
CAMELSH__01161000,232,100,CAMELSH,3,0,95,42.786,-72.486,39.1409525217568,15.97968697117742
CAMELSH__01162000,202,94,CAMELSH,2,0,95,42.684,-72.083,55.19747854913619,2.6180579867048785
CAMELSH__01162500,270,116,CAMELSH,4,0,95,42.683,-72.115,56.223248390127516,2.6180579867048785
CAMELSH__01163200,250,114,CAMELSH,3,0,95,42.588,-72.041,64.48164182233398,11.213995133079528
CAMELSH__01166500,243,111,CAMELSH,3,0,95,42.598,-72.438,60.18336468876786,18.90870008121019
CAMELSH__01168151,36,23,CAMELSH,0,0,95,42.683,-72.976,18.290933377196417,11.751037098834258
CAMELSH__01168500,263,118,CAMELSH,3,0,95,42.626,-72.855,29.446129168417766,10.718446785151217
CAMELSH__01169000,234,107,CAMELSH,3,0,95,42.638,-72.725,39.38700344238935,10.718446785151217
CAMELSH__01169900,211,96,CAMELSH,2,0,95,42.542,-72.694,41.92226360415101,3.4247576148149577
CAMELSH__01170000,254,116,CAMELSH,3,0,95,42.536,-72.653,45.11464748954812,3.4247576148149577
CAMELSH__01170100,226,103,CAMELSH,3,0,95,42.703,-72.671,42.98502986008664,17.310553431139216
CAMELSH__01170930,5,8,CAMELSH,0,0,95,42.445,-72.63,46.516106801088455,10.29297498910637
CAMELSH__01171500,235,108,CAMELSH,3,0,95,42.319,-72.665,42.91551939853539,14.30244922423839
CAMELSH__01172500,250,114,CAMELSH,3,0,95,42.425,-72.025,81.992862945674,4.74874209115118
CAMELSH__01173000,93,41,CAMELSH,0,0,95,42.391,-72.06,86.22630779280594,4.74874209115118
CAMELSH__01173500,244,112,CAMELSH,3,0,95,42.236,-72.273,68.21467744210425,6.05010710280515
CAMELSH__01174500,279,120,CAMELSH,4,0,95,42.393,-72.239,77.02766066931214,14.70168846811627
CAMELSH__01175670,238,107,CAMELSH,3,0,95,42.265,-72.005,90.05267405160494,17.866955126822997
CAMELSH__01176000,230,106,CAMELSH,3,0,95,42.182,-72.264,66.82927722121744,6.05010710280515
CAMELSH__01177000,263,120,CAMELSH,3,0,95,42.161,-72.514,46.99802576597296,20.734612674199962
CAMELSH__01179500,221,101,CAMELSH,3,0,95,42.288,-72.864,28.924614154190817,6.252527913829628
CAMELSH__01181000,251,108,CAMELSH,3,0,95,42.237,-72.896,22.836930638090344,6.252527913829628
CAMELSH__01183500,258,118,CAMELSH,3,0,95,42.107,-72.699,30.829877405271915,16.25985905057613
CAMELSH__01184100,233,106,CAMELSH,3,0,95,41.961,-72.71,25.46740221833881,7.247653984856919
CAMELSH__01184490,259,117,CAMELSH,3,0,95,41.914,-72.55,36.28325439199037,14.228922084545232
CAMELSH__01185500,236,108,CAMELSH,3,4,7,42.079,-73.073,12.008214976364062,13.675391401004966
CAMELSH__01186000,258,118,CAMELSH,3,4,7,41.963,-73.018,10.503465461269164,1.3956409993805936
CAMELSH__01186500,222,101,CAMELSH,3,4,7,41.967,-73.034,11.05473808165828,1.3956409993805936
CAMELSH__01187300,221,101,CAMELSH,3,0,95,42.037,-72.939,10.503465461269164,10.503465461269164
CAMELSH__01187800,45,26,CAMELSH,0,4,7,41.821,-72.97,9.97959884660178,3.913827400165604
CAMELSH__01188000,228,104,CAMELSH,3,4,7,41.786,-72.965,7.278086393281531,3.913827400165604
CAMELSH__01188090,239,108,CAMELSH,3,0,95,41.756,-72.887,7.278086393281531,7.278086393281531
CAMELSH__01189000,182,84,CAMELSH,2,0,95,41.673,-72.901,13.641353361696888,8.020246921979735
CAMELSH__01189995,237,108,CAMELSH,3,0,95,41.908,-72.761,19.827379478637468,7.247653984856919
CAMELSH__01191000,71,37,CAMELSH,0,0,95,41.784,-72.708,21.309677766192845,14.470222076805712
CAMELSH__01192500,248,111,CAMELSH,3,0,95,41.783,-72.587,31.342938113573073,14.885445013601476
CAMELSH__01192883,231,105,CAMELSH,3,0,95,41.52,-72.706,19.763351465128235,11.145731361851782
CAMELSH__01193500,221,101,CAMELSH,3,0,95,41.552,-72.449,40.52538393618906,15.58658888998799
CAMELSH__01194000,117,57,CAMELSH,1,0,95,41.442,-72.333,47.57707118920832,15.58658888998799
CAMELSH__01194500,166,77,CAMELSH,2,0,95,41.428,-72.334,47.4478658408003,16.788828954357363
CAMELSH__01195100,242,111,CAMELSH,3,0,95,41.306,-72.531,33.57576890229849,21.31426236050167
CAMELSH__01195490,241,110,CAMELSH,3,0,95,41.602,-72.884,17.407369710914896,8.020246921979735
CAMELSH__01196500,227,104,CAMELSH,3,0,95,41.45,-72.841,6.091946884605148,5.397283000439141
CAMELSH__01196561,143,69,CAMELSH,1,0,95,41.436,-72.779,10.471806512724063,5.397283000439141
CAMELSH__01196620,231,105,CAMELSH,3,4,7,41.421,-72.903,6.091946884605148,6.091946884605148
CAMELSH__01197000,250,115,CAMELSH,3,4,7,42.47,-73.196,16.751452729298467,16.751452729298467
CAMELSH__01197500,242,110,CAMELSH,3,4,7,42.232,-73.355,37.792927838884864,5.345416039138321
CAMELSH__01198000,135,64,CAMELSH,1,4,7,42.192,-73.391,41.07151493238601,5.345416039138321
CAMELSH__01198125,130,63,CAMELSH,1,4,7,42.075,-73.333,32.80235610412248,13.453838811371067
CAMELSH__01199000,262,118,CAMELSH,3,4,7,41.957,-73.369,36.63075705658114,2.4682270721167536
CAMELSH__01199050,233,106,CAMELSH,3,4,7,41.942,-73.391,38.82147181532166,2.4682270721167536
CAMELSH__01200000,226,103,CAMELSH,3,4,7,41.659,-73.528,52.105688446842976,3.2267343671783704
CAMELSH__01200500,248,113,CAMELSH,3,4,7,41.653,-73.49,48.97872419000241,3.2267343671783704
CAMELSH__01201487,167,79,CAMELSH,2,4,7,41.466,-73.403,45.76999440601366,12.797187653883904
CAMELSH__01202501,175,82,CAMELSH,2,4,7,41.719,-73.293,32.94624133349923,16.791818360537853
