station_id,n_training_batches,n_validation_batches,source,size_bin,fold
BOMAustralia__G8100225,101,44,BOMAustralia,0,0
BOMAustralia__G8110004,98,43,BOMAustralia,0,4
BOMAustralia__G8110006,121,52,BOMAustralia,1,2
BOMAustralia__G8110012,82,36,BOMAustralia,0,4
BOMAustralia__G8110016,84,37,BOMAustralia,0,1
BOMAustralia__G8110107,41,18,BOMAustralia,0,0
BOMAustralia__G8110232,25,11,BOMAustralia,0,3
BOMAustralia__G8140001,127,56,BOMAustralia,1,1
BOMAustralia__G8140008,142,62,BOMAustralia,1,3
BOMAustralia__G8140011,41,18,BOMAustralia,0,4
BOMAustralia__G8140022,82,37,BOMAustralia,0,4
BOMAustralia__G8140044,124,54,BOMAustralia,1,0
BOMAustralia__G8140060,70,31,BOMAustralia,0,2
BOMAustralia__G8140063,152,67,BOMAustralia,1,1
BOMAustralia__G8140086,102,45,BOMAustralia,0,0
BOMAustralia__G8140152,145,64,BOMAustralia,1,4
BOMAustralia__G8140157,109,49,BOMAustralia,1,3
BOMAustralia__G8140158,21,10,BOMAustralia,0,0
BOMAustralia__G8140161,125,55,BOMAustralia,1,1
BOMAustralia__G8140205,83,41,BOMAustralia,0,1
BOMAustralia__G8140219,88,40,BOMAustralia,0,1
BOMAustralia__G8140222,79,40,BOMAustralia,0,0
BOMAustralia__G8140325,94,46,BOMAustralia,0,1
BOMAustralia__G8140535,110,54,BOMAustralia,1,0
BOMAustralia__G8140538,98,49,BOMAustralia,0,0
BOMAustralia__G8145749,44,25,BOMAustralia,0,2
BOMAustralia__G8150010,148,65,BOMAustralia,1,0
BOMAustralia__G8150018,80,35,BOMAustralia,0,1
BOMAustralia__G8150028,90,41,BOMAustralia,0,0
BOMAustralia__G8150036,31,14,BOMAustralia,0,3
BOMAustralia__G8150098,133,58,BOMAustralia,1,3
BOMAustralia__G8150151,47,21,BOMAustralia,0,4
BOMAustralia__G8150179,100,44,BOMAustralia,0,3
BOMAustralia__G8150180,166,73,BOMAustralia,2,2
BOMAustralia__G8150321,34,17,BOMAustralia,0,0
BOMAustralia__G8170002,184,80,BOMAustralia,2,2
BOMAustralia__G8170005,144,63,BOMAustralia,1,1
BOMAustralia__G8170006,36,17,BOMAustralia,0,1
BOMAustralia__G8170008,112,49,BOMAustralia,1,1
BOMAustralia__G8170020,245,109,BOMAustralia,3,3
BOMAustralia__G8170066,95,42,BOMAustralia,0,3
BOMAustralia__G8170084,145,63,BOMAustralia,1,2
BOMAustralia__G8170085,121,53,BOMAustralia,1,4
BOMAustralia__G8180026,60,28,BOMAustralia,0,1
BOMAustralia__G8180035,76,34,BOMAustralia,0,0
BOMAustralia__G8180069,41,19,BOMAustralia,0,1
BOMAustralia__G8180252,28,13,BOMAustralia,0,3
BOMAustralia__G8190001,23,11,BOMAustralia,0,4
BOMAustralia__G8190072,10,6,BOMAustralia,0,1
BOMAustralia__G8200045,58,27,BOMAustralia,0,3
BOMAustralia__G8210009,65,29,BOMAustralia,0,0
BOMAustralia__G8210010,84,37,BOMAustralia,0,4
BOMAustralia__G9030089,174,76,BOMAustralia,2,4
BOMAustralia__G9030124,34,15,BOMAustralia,0,4
BOMAustralia__G9030176,143,62,BOMAustralia,1,2
BOMAustralia__G9030514,67,35,BOMAustralia,0,3
BOMAustralia__G9070132,147,64,BOMAustralia,1,1
BOMAustralia__G9070142,111,48,BOMAustralia,1,1
BOMAustralia__ME650,132,64,BOMAustralia,1,1
BOMAustralia__ME670C,113,55,BOMAustralia,1,0
BOMAustralia__R0060007,23,15,BOMAustralia,0,2
BOMAustralia__RE690,137,66,BOMAustralia,1,3
CAMELSH__01011000,179,77,CAMELSH,2,3
CAMELSH__01013500,188,86,CAMELSH,2,2
CAMELSH__01015800,157,72,CAMELSH,1,2
CAMELSH__01017000,164,73,CAMELSH,1,2
CAMELSH__01017060,75,37,CAMELSH,0,0
CAMELSH__01017290,79,38,CAMELSH,0,4
CAMELSH__01017550,124,59,CAMELSH,1,1
CAMELSH__01017960,108,51,CAMELSH,1,0
CAMELSH__01018000,54,28,CAMELSH,0,2
CAMELSH__01018009,68,33,CAMELSH,0,1
CAMELSH__01019000,252,114,CAMELSH,3,1
CAMELSH__01021200,112,54,CAMELSH,1,1
CAMELSH__01021470,137,64,CAMELSH,1,3
CAMELSH__01021480,171,80,CAMELSH,2,1
CAMELSH__01021500,34,20,CAMELSH,0,1
CAMELSH__01022260,50,25,CAMELSH,0,2
CAMELSH__01022330,25,16,CAMELSH,0,2
CAMELSH__01022500,221,98,CAMELSH,3,3
CAMELSH__01027200,107,50,CAMELSH,1,2
CAMELSH__01029200,127,60,CAMELSH,1,3
CAMELSH__01029500,131,63,CAMELSH,1,3
CAMELSH__01030500,193,85,CAMELSH,2,4
CAMELSH__01031300,146,68,CAMELSH,1,2
CAMELSH__01031450,141,66,CAMELSH,1,2
CAMELSH__01031500,190,85,CAMELSH,2,3
CAMELSH__01031510,85,42,CAMELSH,0,1
CAMELSH__01033000,52,26,CAMELSH,0,1
CAMELSH__01034000,185,84,CAMELSH,2,3
CAMELSH__01037380,150,69,CAMELSH,1,0
CAMELSH__01038000,233,103,CAMELSH,3,4
CAMELSH__01042500,248,114,CAMELSH,3,0
CAMELSH__01043500,70,37,CAMELSH,0,2
CAMELSH__01044550,122,57,CAMELSH,1,3
CAMELSH__01046000,87,42,CAMELSH,0,3
CAMELSH__01046500,248,113,CAMELSH,3,4
CAMELSH__01047000,188,85,CAMELSH,2,2
CAMELSH__01047150,105,52,CAMELSH,1,2
CAMELSH__01047200,78,38,CAMELSH,0,3
CAMELSH__01048000,193,86,CAMELSH,2,0
CAMELSH__01048220,80,40,CAMELSH,0,2
CAMELSH__01049000,174,78,CAMELSH,2,3
CAMELSH__01049500,258,117,CAMELSH,3,4
CAMELSH__01052500,170,78,CAMELSH,2,2
CAMELSH__01053500,255,117,CAMELSH,3,4
CAMELSH__01053600,106,52,CAMELSH,1,3
CAMELSH__01054000,241,111,CAMELSH,3,1
CAMELSH__01054200,188,82,CAMELSH,2,1
CAMELSH__01054300,131,61,CAMELSH,1,4
CAMELSH__01054500,274,122,CAMELSH,4,4
CAMELSH__01055000,180,82,CAMELSH,2,0
CAMELSH__01055500,155,72,CAMELSH,1,3
CAMELSH__01057000,226,99,CAMELSH,3,0
CAMELSH__01059000,254,116,CAMELSH,3,3
CAMELSH__01059800,2,7,CAMELSH,0,0
CAMELSH__01060000,22,16,CAMELSH,0,1
CAMELSH__01064118,14,13,CAMELSH,0,2
CAMELSH__01064500,215,94,CAMELSH,2,3
CAMELSH__01064801,199,90,CAMELSH,2,1
CAMELSH__01065500,21,15,CAMELSH,0,1
CAMELSH__01066000,221,100,CAMELSH,3,1
CAMELSH__01067950,96,47,CAMELSH,0,0
CAMELSH__01068910,113,55,CAMELSH,1,2
CAMELSH__01069500,116,57,CAMELSH,1,3
CAMELSH__01069700,93,47,CAMELSH,0,4
CAMELSH__01072800,201,92,CAMELSH,2,2
CAMELSH__01073000,235,104,CAMELSH,3,4
CAMELSH__01073319,109,53,CAMELSH,1,1
CAMELSH__01073500,240,104,CAMELSH,3,2
CAMELSH__010735562,106,51,CAMELSH,1,3
CAMELSH__01073587,194,89,CAMELSH,2,1
CAMELSH__01073785,144,68,CAMELSH,1,3
CAMELSH__01074520,209,94,CAMELSH,2,4
CAMELSH__01075000,154,73,CAMELSH,1,1
CAMELSH__01076000,165,76,CAMELSH,2,2
CAMELSH__01076500,190,84,CAMELSH,2,0
CAMELSH__01077400,112,54,CAMELSH,1,3
CAMELSH__01078000,230,101,CAMELSH,3,3
CAMELSH__01081000,249,110,CAMELSH,3,1
CAMELSH__01081500,168,79,CAMELSH,2,4
CAMELSH__01082000,155,73,CAMELSH,1,0
CAMELSH__01085000,57,31,CAMELSH,0,4
CAMELSH__01085500,163,77,CAMELSH,2,2
CAMELSH__01086000,167,78,CAMELSH,2,0
CAMELSH__01089100,214,94,CAMELSH,2,1
CAMELSH__01089500,109,52,CAMELSH,1,4
CAMELSH__01091000,106,51,CAMELSH,1,2
CAMELSH__01091500,43,25,CAMELSH,0,4
CAMELSH__01092000,245,111,CAMELSH,3,1
CAMELSH__01093800,74,33,CAMELSH,0,3
CAMELSH__01093852,122,53,CAMELSH,1,3
CAMELSH__01094000,165,77,CAMELSH,2,4
CAMELSH__01094400,267,121,CAMELSH,4,4
CAMELSH__01094500,257,117,CAMELSH,3,2
CAMELSH__01095220,199,92,CAMELSH,2,4
CAMELSH__01095375,197,91,CAMELSH,2,3
CAMELSH__01096000,258,118,CAMELSH,3,1
CAMELSH__01096500,260,119,CAMELSH,3,3
CAMELSH__010965852,233,102,CAMELSH,3,3
CAMELSH__01097000,257,117,CAMELSH,3,2
CAMELSH__01097300,241,110,CAMELSH,3,1
CAMELSH__01098530,261,119,CAMELSH,3,2
CAMELSH__01099500,259,118,CAMELSH,3,4
CAMELSH__01100505,176,82,CAMELSH,2,4
CAMELSH__01100561,132,63,CAMELSH,1,4
CAMELSH__01100600,253,115,CAMELSH,3,2
CAMELSH__01100627,121,58,CAMELSH,1,1
CAMELSH__01101000,248,113,CAMELSH,3,0
CAMELSH__01101500,247,113,CAMELSH,3,4
CAMELSH__01102000,286,124,CAMELSH,4,0
CAMELSH__01102345,234,104,CAMELSH,3,2
CAMELSH__01102500,255,113,CAMELSH,3,3
CAMELSH__01103025,124,60,CAMELSH,1,0
CAMELSH__01103280,193,90,CAMELSH,2,3
CAMELSH__01103455,84,43,CAMELSH,0,0
CAMELSH__01103500,279,124,CAMELSH,4,0
CAMELSH__01104200,274,124,CAMELSH,4,1
CAMELSH__01104430,202,92,CAMELSH,2,1
CAMELSH__01104460,126,61,CAMELSH,1,3
CAMELSH__01104475,135,65,CAMELSH,1,0
CAMELSH__01104500,280,126,CAMELSH,4,0
CAMELSH__01105000,282,121,CAMELSH,4,1
CAMELSH__01105500,263,120,CAMELSH,3,4
CAMELSH__01105554,153,73,CAMELSH,1,4
CAMELSH__011055566,183,84,CAMELSH,2,1
CAMELSH__01105583,134,64,CAMELSH,1,0
CAMELSH__01105585,196,91,CAMELSH,2,2
CAMELSH__01105600,269,122,CAMELSH,4,2
CAMELSH__01105638,95,48,CAMELSH,0,0
CAMELSH__01105730,260,118,CAMELSH,3,2
CAMELSH__01105870,259,118,CAMELSH,3,4
CAMELSH__01105880,125,60,CAMELSH,1,3
CAMELSH__01105917,96,49,CAMELSH,0,4
CAMELSH__01105933,220,102,CAMELSH,3,4
CAMELSH__01106500,6,10,CAMELSH,0,3
CAMELSH__01108000,217,100,CAMELSH,3,1
CAMELSH__01108320,7,10,CAMELSH,0,1
CAMELSH__01108410,124,60,CAMELSH,1,1
CAMELSH__01109000,280,121,CAMELSH,4,3
CAMELSH__01109060,257,117,CAMELSH,3,4
CAMELSH__01109070,259,118,CAMELSH,3,4
CAMELSH__01109090,5,9,CAMELSH,0,1
CAMELSH__01109220,13,12,CAMELSH,0,0
CAMELSH__01109403,263,120,CAMELSH,3,2
CAMELSH__01109730,169,80,CAMELSH,2,2
CAMELSH__01110000,255,117,CAMELSH,3,1
CAMELSH__01111212,129,62,CAMELSH,1,0
CAMELSH__01111300,225,102,CAMELSH,3,3
CAMELSH__01111500,263,120,CAMELSH,3,3
CAMELSH__01112500,281,127,CAMELSH,4,4
CAMELSH__01113695,66,35,CAMELSH,0,2
CAMELSH__01113895,149,71,CAMELSH,1,4
CAMELSH__01114000,262,120,CAMELSH,3,4
CAMELSH__01114500,275,118,CAMELSH,4,1
CAMELSH__01115098,228,105,CAMELSH,3,4
CAMELSH__01115187,227,104,CAMELSH,3,2
CAMELSH__01115630,129,62,CAMELSH,1,3
CAMELSH__01115670,6,10,CAMELSH,0,4
CAMELSH__01115770,20,16,CAMELSH,0,2
CAMELSH__01116000,266,121,CAMELSH,4,0
CAMELSH__01116500,268,121,CAMELSH,4,3
CAMELSH__01116905,124,60,CAMELSH,1,0
CAMELSH__01117000,259,118,CAMELSH,3,2
CAMELSH__01117350,258,118,CAMELSH,3,4
CAMELSH__01117370,199,92,CAMELSH,2,1
CAMELSH__01117468,264,120,CAMELSH,3,4
CAMELSH__01117500,267,121,CAMELSH,4,3
CAMELSH__01117800,267,121,CAMELSH,4,3
CAMELSH__01118000,258,118,CAMELSH,3,2
CAMELSH__01118300,239,109,CAMELSH,3,2
CAMELSH__01118500,236,107,CAMELSH,3,1
CAMELSH__01119500,215,98,CAMELSH,2,4
CAMELSH__01121000,222,101,CAMELSH,3,2
CAMELSH__01122000,203,94,CAMELSH,2,4
CAMELSH__01122500,249,113,CAMELSH,3,3
CAMELSH__01123000,225,103,CAMELSH,3,3
CAMELSH__011230695,164,77,CAMELSH,2,2
CAMELSH__01123360,166,78,CAMELSH,2,2
CAMELSH__01123600,183,79,CAMELSH,2,3
CAMELSH__01124000,237,108,CAMELSH,3,0
CAMELSH__01124151,124,60,CAMELSH,1,2
CAMELSH__01125000,122,60,CAMELSH,1,0
CAMELSH__01125100,166,76,CAMELSH,2,2
CAMELSH__01125500,219,100,CAMELSH,3,0
CAMELSH__01127000,248,113,CAMELSH,3,1
CAMELSH__01127500,235,108,CAMELSH,3,0
CAMELSH__01129200,259,114,CAMELSH,3,1
CAMELSH__01130000,148,68,CAMELSH,1,2
CAMELSH__01133000,163,75,CAMELSH,2,0
CAMELSH__01134500,186,84,CAMELSH,2,4
CAMELSH__01135150,229,101,CAMELSH,3,2
CAMELSH__01135300,214,98,CAMELSH,2,0
CAMELSH__01135500,190,87,CAMELSH,2,4
CAMELSH__01137500,228,99,CAMELSH,3,0
CAMELSH__01139000,200,92,CAMELSH,2,0
CAMELSH__01139800,190,86,CAMELSH,2,0
CAMELSH__01141800,28,14,CAMELSH,0,4
CAMELSH__01142500,201,91,CAMELSH,2,1
CAMELSH__01144000,197,90,CAMELSH,2,0
CAMELSH__01150900,196,90,CAMELSH,2,1
CAMELSH__01151500,253,115,CAMELSH,3,2
CAMELSH__01152500,215,93,CAMELSH,2,1
CAMELSH__01153000,42,24,CAMELSH,0,2
CAMELSH__01153550,198,91,CAMELSH,2,2
CAMELSH__01154000,137,65,CAMELSH,1,3
CAMELSH__01155500,190,87,CAMELSH,2,4
CAMELSH__01157000,97,48,CAMELSH,0,2
CAMELSH__01158000,218,101,CAMELSH,3,1
CAMELSH__01160000,1,5,CAMELSH,0,0
CAMELSH__01160350,217,96,CAMELSH,2,0
CAMELSH__01161000,232,100,CAMELSH,3,3
CAMELSH__01162000,202,94,CAMELSH,2,4
CAMELSH__01162500,270,116,CAMELSH,4,1
CAMELSH__01163200,250,114,CAMELSH,3,1
CAMELSH__01166500,243,111,CAMELSH,3,3
CAMELSH__01168151,36,23,CAMELSH,0,4
CAMELSH__01168500,263,118,CAMELSH,3,3
CAMELSH__01169000,234,107,CAMELSH,3,1
CAMELSH__01169900,211,96,CAMELSH,2,2
CAMELSH__01170000,254,116,CAMELSH,3,4
CAMELSH__01170100,226,103,CAMELSH,3,1
CAMELSH__01170930,5,8,CAMELSH,0,3
CAMELSH__01171500,235,108,CAMELSH,3,1
CAMELSH__01172500,250,114,CAMELSH,3,2
CAMELSH__01173000,93,41,CAMELSH,0,1
CAMELSH__01173500,244,112,CAMELSH,3,4
CAMELSH__01174500,279,120,CAMELSH,4,0
CAMELSH__01175670,238,107,CAMELSH,3,1
CAMELSH__01176000,230,106,CAMELSH,3,3
CAMELSH__01177000,263,120,CAMELSH,3,1
CAMELSH__01179500,221,101,CAMELSH,3,1
CAMELSH__01181000,251,108,CAMELSH,3,0
CAMELSH__01183500,258,118,CAMELSH,3,1
CAMELSH__01184100,233,106,CAMELSH,3,3
CAMELSH__01184490,259,117,CAMELSH,3,4
CAMELSH__01185500,236,108,CAMELSH,3,4
CAMELSH__01186000,258,118,CAMELSH,3,1
CAMELSH__01186500,222,101,CAMELSH,3,4
CAMELSH__01187300,221,101,CAMELSH,3,4
CAMELSH__01187800,45,26,CAMELSH,0,3
CAMELSH__01188000,228,104,CAMELSH,3,1
CAMELSH__01188090,239,108,CAMELSH,3,0
CAMELSH__01189000,182,84,CAMELSH,2,4
CAMELSH__01189995,237,108,CAMELSH,3,0
CAMELSH__01191000,71,37,CAMELSH,0,2
CAMELSH__01192500,248,111,CAMELSH,3,2
CAMELSH__01192883,231,105,CAMELSH,3,3
CAMELSH__01193500,221,101,CAMELSH,3,0
CAMELSH__01194000,117,57,CAMELSH,1,1
CAMELSH__01194500,166,77,CAMELSH,2,1
CAMELSH__01195100,242,111,CAMELSH,3,3
CAMELSH__01195490,241,110,CAMELSH,3,2
CAMELSH__01196500,227,104,CAMELSH,3,3
CAMELSH__01196561,143,69,CAMELSH,1,2
CAMELSH__01196620,231,105,CAMELSH,3,0
CAMELSH__01197000,250,115,CAMELSH,3,2
CAMELSH__01197500,242,110,CAMELSH,3,1
CAMELSH__01198000,135,64,CAMELSH,1,3
CAMELSH__01198125,130,63,CAMELSH,1,1
CAMELSH__01199000,262,118,CAMELSH,3,2
CAMELSH__01199050,233,106,CAMELSH,3,3
CAMELSH__01200000,226,103,CAMELSH,3,0
CAMELSH__01200500,248,113,CAMELSH,3,2
CAMELSH__01201487,167,79,CAMELSH,2,0
CAMELSH__01202501,175,82,CAMELSH,2,2
CAMELSH__012035055,124,60,CAMELSH,1,3
CAMELSH__01203600,175,76,CAMELSH,2,0
CAMELSH__01203805,159,74,CAMELSH,1,1
CAMELSH__01204000,235,105,CAMELSH,3,2
CAMELSH__01205500,258,118,CAMELSH,3,0
CAMELSH__01205600,10,11,CAMELSH,0,3
CAMELSH__01205700,24,17,CAMELSH,0,0
CAMELSH__01206900,232,104,CAMELSH,3,0
CAMELSH__01208500,248,112,CAMELSH,3,2
CAMELSH__01208873,220,101,CAMELSH,3,4
CAMELSH__01208925,206,95,CAMELSH,2,0
CAMELSH__01208950,247,112,CAMELSH,3,1
CAMELSH__01208990,238,109,CAMELSH,3,1
CAMELSH__012095493,156,73,CAMELSH,1,0
CAMELSH__01209700,236,108,CAMELSH,3,0
CAMELSH__01209761,185,87,CAMELSH,2,4
CAMELSH__01209901,168,79,CAMELSH,2,4
CAMELSH__01301500,14,13,CAMELSH,0,1
CAMELSH__01302020,126,61,CAMELSH,1,1
CAMELSH__01312000,162,76,CAMELSH,2,0
CAMELSH__01315000,251,112,CAMELSH,3,3
CAMELSH__01315500,218,98,CAMELSH,3,3
CAMELSH__01318500,239,107,CAMELSH,3,3
CAMELSH__01321000,208,92,CAMELSH,2,3
CAMELSH__01325000,257,117,CAMELSH,3,1
CAMELSH__01327750,264,113,CAMELSH,3,1
CAMELSH__01329490,146,69,CAMELSH,1,1
CAMELSH__01329500,25,16,CAMELSH,0,2
CAMELSH__01330000,240,107,CAMELSH,3,3
CAMELSH__01330500,11,9,CAMELSH,0,4
CAMELSH__01331500,261,119,CAMELSH,3,4
CAMELSH__01332500,269,116,CAMELSH,3,1
CAMELSH__01333000,229,106,CAMELSH,3,3
CAMELSH__01334000,240,105,CAMELSH,3,2
CAMELSH__01334500,231,103,CAMELSH,3,2
CAMELSH__01336000,259,117,CAMELSH,3,4
CAMELSH__01343060,149,70,CAMELSH,1,1
CAMELSH__01346000,244,108,CAMELSH,3,1
CAMELSH__01347000,240,107,CAMELSH,3,0
CAMELSH__01348000,151,71,CAMELSH,1,4
CAMELSH__01349000,63,33,CAMELSH,0,0
CAMELSH__01349150,212,96,CAMELSH,2,1
CAMELSH__01349700,193,88,CAMELSH,2,2
CAMELSH__01349705,176,81,CAMELSH,2,3
CAMELSH__01349711,203,94,CAMELSH,2,4
CAMELSH__01349810,187,87,CAMELSH,2,2
CAMELSH__01349840,72,37,CAMELSH,0,4
CAMELSH__01349950,186,86,CAMELSH,2,2
CAMELSH__01350000,222,100,CAMELSH,3,1
CAMELSH__01350035,178,82,CAMELSH,2,2
CAMELSH__01350080,226,101,CAMELSH,3,0
CAMELSH__01350101,120,53,CAMELSH,1,2
CAMELSH__01350120,227,99,CAMELSH,3,2
CAMELSH__01350140,221,98,CAMELSH,3,2
CAMELSH__01350180,236,106,CAMELSH,3,3
CAMELSH__01350355,242,109,CAMELSH,3,1
CAMELSH__01351500,243,105,CAMELSH,3,3
CAMELSH__01356190,82,39,CAMELSH,0,3
CAMELSH__01357500,257,117,CAMELSH,3,1
CAMELSH__01359750,14,11,CAMELSH,0,4
CAMELSH__01360640,233,103,CAMELSH,3,2
CAMELSH__013621955,188,87,CAMELSH,2,1
CAMELSH__01362200,247,110,CAMELSH,3,1
CAMELSH__0136230002,150,71,CAMELSH,1,0
CAMELSH__01362370,119,58,CAMELSH,1,1
CAMELSH__01362500,257,110,CAMELSH,3,4
CAMELSH__01364500,246,110,CAMELSH,3,1
CAMELSH__01365000,257,110,CAMELSH,3,3
CAMELSH__01367500,240,108,CAMELSH,3,4
CAMELSH__01367800,60,32,CAMELSH,0,3
CAMELSH__01371500,240,109,CAMELSH,3,4
CAMELSH__01372500,249,113,CAMELSH,3,3
CAMELSH__0137449480,216,99,CAMELSH,3,4
CAMELSH__01374505,240,108,CAMELSH,3,0
CAMELSH__01374531,126,61,CAMELSH,1,3
CAMELSH__01374559,220,101,CAMELSH,3,4
CAMELSH__01374581,174,82,CAMELSH,2,2
CAMELSH__01374598,201,92,CAMELSH,2,4
CAMELSH__0137462010,236,108,CAMELSH,3,3
CAMELSH__01374654,104,50,CAMELSH,1,4
CAMELSH__01374701,237,109,CAMELSH,3,1
CAMELSH__01374781,131,63,CAMELSH,1,3
CAMELSH__01374821,239,109,CAMELSH,3,3
CAMELSH__01374890,211,97,CAMELSH,2,4
CAMELSH__01374901,235,108,CAMELSH,3,2
CAMELSH__01374918,62,33,CAMELSH,0,2
CAMELSH__01374930,217,99,CAMELSH,3,3
CAMELSH__01374941,232,107,CAMELSH,3,1
CAMELSH__01374987,92,45,CAMELSH,0,3
CAMELSH__0137499350,63,33,CAMELSH,0,0
CAMELSH__01375000,261,118,CAMELSH,3,1
CAMELSH__01376800,257,117,CAMELSH,3,1
CAMELSH__01377000,331,149,CAMELSH,4,3
CAMELSH__01377370,144,69,CAMELSH,1,4
CAMELSH__01377500,323,145,CAMELSH,4,3
CAMELSH__01378500,310,135,CAMELSH,4,1
CAMELSH__01379773,323,145,CAMELSH,4,0
CAMELSH__01379780,309,140,CAMELSH,4,4
CAMELSH__01379790,170,80,CAMELSH,2,0
CAMELSH__01380500,221,102,CAMELSH,3,2
CAMELSH__01381000,331,149,CAMELSH,4,4
CAMELSH__01381400,216,99,CAMELSH,3,2
CAMELSH__01381500,337,151,CAMELSH,4,1
CAMELSH__01382170,29,19,CAMELSH,0,0
CAMELSH__01382500,313,141,CAMELSH,4,0
CAMELSH__01383500,328,148,CAMELSH,4,3
CAMELSH__01384000,11,12,CAMELSH,0,0
CAMELSH__01384500,282,128,CAMELSH,4,3
CAMELSH__01386000,165,75,CAMELSH,2,2
CAMELSH__01387400,247,112,CAMELSH,3,4
CAMELSH__01387420,250,114,CAMELSH,3,3
CAMELSH__01387500,322,145,CAMELSH,4,1
CAMELSH__01388000,331,149,CAMELSH,4,2
CAMELSH__01388500,337,152,CAMELSH,4,2
CAMELSH__01389500,331,149,CAMELSH,4,3
CAMELSH__01389890,127,61,CAMELSH,1,1
CAMELSH__01390450,144,69,CAMELSH,1,1
CAMELSH__01390500,320,145,CAMELSH,4,1
CAMELSH__01391500,333,150,CAMELSH,4,0
CAMELSH__01396091,31,20,CAMELSH,0,0
CAMELSH__01396190,98,46,CAMELSH,0,0
CAMELSH__01396500,330,148,CAMELSH,4,1
CAMELSH__01397000,322,144,CAMELSH,4,0
CAMELSH__01398500,284,127,CAMELSH,4,0
CAMELSH__01399500,308,138,CAMELSH,4,4
CAMELSH__01399510,98,48,CAMELSH,0,3
CAMELSH__01400000,323,145,CAMELSH,4,1
CAMELSH__01403500,10,10,CAMELSH,0,3
CAMELSH__01405500,23,17,CAMELSH,0,2
CAMELSH__01406050,174,81,CAMELSH,2,1
CAMELSH__01407290,152,71,CAMELSH,1,3
CAMELSH__01409000,18,15,CAMELSH,0,0
CAMELSH__01409280,204,93,CAMELSH,2,1
CAMELSH__01409810,258,118,CAMELSH,3,2
CAMELSH__01411300,320,143,CAMELSH,4,0
CAMELSH__01413088,186,86,CAMELSH,2,0
CAMELSH__01413398,187,87,CAMELSH,2,2
CAMELSH__01413408,201,92,CAMELSH,2,1
CAMELSH__01413500,256,111,CAMELSH,3,3
CAMELSH__01414000,192,88,CAMELSH,2,2
CAMELSH__01414500,228,99,CAMELSH,3,4
CAMELSH__01415460,32,19,CAMELSH,0,0
CAMELSH__01417000,257,115,CAMELSH,3,2
CAMELSH__01417500,238,107,CAMELSH,3,4
CAMELSH__01419500,33,21,CAMELSH,0,1
CAMELSH__01420500,246,105,CAMELSH,3,1
CAMELSH__01420980,4,8,CAMELSH,0,0
CAMELSH__01421000,191,85,CAMELSH,2,3
CAMELSH__01421610,170,79,CAMELSH,2,4
CAMELSH__01421618,182,84,CAMELSH,2,4
CAMELSH__01421900,196,90,CAMELSH,2,1
CAMELSH__01422389,72,37,CAMELSH,0,4
CAMELSH__01422500,190,86,CAMELSH,2,2
CAMELSH__01422738,62,33,CAMELSH,0,3
CAMELSH__01422747,84,42,CAMELSH,0,2
CAMELSH__01423000,231,104,CAMELSH,3,0
CAMELSH__0142400103,185,84,CAMELSH,2,1
CAMELSH__01425000,259,112,CAMELSH,3,1
CAMELSH__01426500,238,106,CAMELSH,3,4
CAMELSH__01427207,123,59,CAMELSH,1,4
CAMELSH__01427500,33,20,CAMELSH,0,2
CAMELSH__01427510,226,102,CAMELSH,3,1
CAMELSH__01428000,35,22,CAMELSH,0,2
CAMELSH__01428500,232,105,CAMELSH,3,4
CAMELSH__01429500,221,98,CAMELSH,3,4
CAMELSH__01430000,119,58,CAMELSH,1,0
CAMELSH__01431500,203,91,CAMELSH,2,4
CAMELSH__01432110,125,61,CAMELSH,1,0
CAMELSH__01432900,156,73,CAMELSH,1,2
CAMELSH__01433500,119,57,CAMELSH,1,2
CAMELSH__01434000,249,112,CAMELSH,3,3
CAMELSH__0143400680,66,34,CAMELSH,0,0
CAMELSH__01434017,221,99,CAMELSH,3,3
CAMELSH__01434021,67,35,CAMELSH,0,1
CAMELSH__01434025,254,111,CAMELSH,3,4
CAMELSH__01434498,230,104,CAMELSH,3,0
CAMELSH__01435000,256,110,CAMELSH,3,4
CAMELSH__01436000,261,118,CAMELSH,3,0
CAMELSH__01436690,219,99,CAMELSH,3,4
CAMELSH__01437500,231,104,CAMELSH,3,4
CAMELSH__01438500,313,140,CAMELSH,4,4
CAMELSH__01439500,195,90,CAMELSH,2,4
CAMELSH__01439800,29,18,CAMELSH,0,2
CAMELSH__01440000,321,144,CAMELSH,4,2
CAMELSH__01440200,48,26,CAMELSH,0,0
CAMELSH__01440400,220,96,CAMELSH,3,2
CAMELSH__01440485,176,82,CAMELSH,2,1
CAMELSH__01441495,160,75,CAMELSH,1,1
CAMELSH__01442500,231,100,CAMELSH,3,0
CAMELSH__01443280,230,106,CAMELSH,3,2
CAMELSH__01443500,333,150,CAMELSH,4,4
CAMELSH__01443900,330,144,CAMELSH,4,0
CAMELSH__01445000,164,77,CAMELSH,2,1
CAMELSH__01445500,326,147,CAMELSH,4,2
CAMELSH__01446000,156,73,CAMELSH,1,4
CAMELSH__01446775,142,68,CAMELSH,1,2
CAMELSH__01446776,138,66,CAMELSH,1,2
CAMELSH__01447500,223,100,CAMELSH,3,0
CAMELSH__01447680,210,91,CAMELSH,2,3
CAMELSH__01447720,230,99,CAMELSH,3,2
CAMELSH__01447800,235,106,CAMELSH,3,2
CAMELSH__01448500,28,14,CAMELSH,0,3
CAMELSH__01449000,229,101,CAMELSH,3,2
CAMELSH__01449360,234,107,CAMELSH,3,2
